"id_turma";"codigo_turma";"id_docente_interno";"id_docente_externo";"observacao";"id_componente_curricular";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes";
"57564573";"03";"5756285";"";"";"59745";"GRADUAÇÃO";"Campus Santa Cruz";"Bloco I - Anfiteatro";"2015";"2";"2015-09-21";"2015-10-06";"2345M12345  4T12345 (21/09/2015 - 06/10/2015)";"9";"10";"REGULAR";"f";"2015-12-19 10:03:49.851";"f";"";"60";"CONSOLIDADA";"";"Presencial";
"57564573";"03";"5754336";"";"";"59745";"GRADUAÇÃO";"Campus Santa Cruz";"Bloco I - Anfiteatro";"2015";"2";"2015-09-21";"2015-10-06";"2345M12345  4T12345 (21/09/2015 - 06/10/2015)";"9";"10";"REGULAR";"f";"2015-12-19 10:03:49.851";"f";"";"60";"CONSOLIDADA";"";"Presencial";
"57564573";"03";"5752315";"";"";"59745";"GRADUAÇÃO";"Campus Santa Cruz";"Bloco I - Anfiteatro";"2015";"2";"2015-09-21";"2015-10-06";"2345M12345  4T12345 (21/09/2015 - 06/10/2015)";"9";"10";"REGULAR";"f";"2015-12-19 10:03:49.851";"f";"";"60";"CONSOLIDADA";"";"Presencial";
"57564573";"03";"5756628";"";"";"59745";"GRADUAÇÃO";"Campus Santa Cruz";"Bloco I - Anfiteatro";"2015";"2";"2015-09-21";"2015-10-06";"2345M12345  4T12345 (21/09/2015 - 06/10/2015)";"9";"10";"REGULAR";"f";"2015-12-19 10:03:49.851";"f";"";"60";"CONSOLIDADA";"";"Presencial";
"57564573";"03";"5757439";"";"";"59745";"GRADUAÇÃO";"Campus Santa Cruz";"Bloco I - Anfiteatro";"2015";"2";"2015-09-21";"2015-10-06";"2345M12345  4T12345 (21/09/2015 - 06/10/2015)";"9";"10";"REGULAR";"f";"2015-12-19 10:03:49.851";"f";"";"60";"CONSOLIDADA";"";"Presencial";
"57564574";"01";"";"102564124";"";"25302";"GRADUAÇÃO";"Campus Central";"I - H - 2";"2015";"2";"2015-07-27";"2015-12-19";"35M456";"11";"59";"REGULAR";"f";"2015-12-21 12:08:47.094";"f";"";"126";"CONSOLIDADA";"";"Presencial";
"57564574";"01";"26111";"";"";"25302";"GRADUAÇÃO";"Campus Central";"I - H - 2";"2015";"2";"2015-07-27";"2015-12-19";"35M456";"11";"59";"REGULAR";"f";"2015-12-21 12:08:47.094";"f";"";"126";"CONSOLIDADA";"";"Presencial";
"57564575";"02";"105189";"";"";"25302";"GRADUAÇÃO";"Campus Central";"1H3";"2015";"2";"2015-07-27";"2015-12-19";"4N12 6N1234";"17";"61";"REGULAR";"f";"2015-12-15 16:21:16.573";"f";"";"98";"CONSOLIDADA";"";"Presencial";
"57564576";"01";"5754336";"";"";"59746";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-10-20";"2015-10-22";"345M12345  3T123 4T1234 (20/10/2015 - 22/10/2015)";"4";"5";"REGULAR";"f";"2016-01-11 16:24:43.908";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564577";"02";"5754336";"";"";"59746";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-10-27";"2015-10-29";"345M12345  3T123 4T1234 (27/10/2015 - 29/10/2015)";"4";"5";"REGULAR";"f";"2016-01-11 16:26:18.996";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564578";"03";"5754336";"";"";"59746";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-03";"2015-11-05";"345M12345  3T123 4T1234 (03/11/2015 - 05/11/2015)";"4";"5";"REGULAR";"f";"2016-01-11 16:28:09.912";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564579";"04";"5754336";"";"";"59746";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-10";"2015-11-12";"345M12345  3T123 4T1234 (10/11/2015 - 12/11/2015)";"4";"5";"REGULAR";"f";"2016-01-11 16:30:22.365";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564580";"05";"5754336";"";"";"59746";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-17";"2015-11-19";"345M12345  3T123 4T1234 (17/11/2015 - 19/11/2015)";"4";"5";"REGULAR";"f";"2016-01-11 16:33:23.59";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564581";"06";"5754336";"";"";"59746";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-24";"2015-11-26";"345M12345  3T123 4T1234 (24/11/2015 - 26/11/2015)";"4";"5";"REGULAR";"f";"2016-01-11 16:35:04.795";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564582";"07";"5754336";"";"";"59746";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-12-01";"2015-12-03";"345M12345  3T123 4T1234 (01/12/2015 - 03/12/2015)";"3";"5";"REGULAR";"f";"2016-01-11 16:37:26.005";"f";"";"0";"CONSOLIDADA";"";"Presencial";
"57564583";"01";"5752315";"";"";"59747";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-12-01";"2015-12-03";"345M12345  3T123 4T1234 (01/12/2015 - 03/12/2015)";"4";"5";"REGULAR";"f";"2015-12-18 08:35:16.262";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564584";"02";"5752315";"";"";"59747";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-10-20";"2015-10-22";"345M12345  3T123 4T1234 (20/10/2015 - 22/10/2015)";"4";"5";"REGULAR";"f";"2015-12-18 09:11:56.775";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564585";"03";"5752315";"";"";"59747";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-10-27";"2015-10-29";"345M12345  3T123 4T1234 (27/10/2015 - 29/10/2015)";"4";"5";"REGULAR";"f";"2015-12-18 08:46:14.217";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564586";"04";"5752315";"";"";"59747";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-03";"2015-11-05";"345M12345  3T123 4T1234 (03/11/2015 - 05/11/2015)";"4";"5";"REGULAR";"f";"2015-12-18 08:50:41.848";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564587";"05";"5752315";"";"";"59747";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-10";"2015-11-12";"345M12345  3T123 4T1234 (10/11/2015 - 12/11/2015)";"4";"5";"REGULAR";"f";"2015-12-18 08:58:29.104";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564588";"06";"5752315";"";"";"59747";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-17";"2015-11-19";"345M12345  3T123 4T1234 (17/11/2015 - 19/11/2015)";"4";"5";"REGULAR";"f";"2015-12-18 09:23:20.574";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564589";"07";"5752315";"";"";"59747";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-24";"2015-11-26";"345M12345  3T123 4T1234 (24/11/2015 - 26/11/2015)";"3";"5";"REGULAR";"f";"2015-12-18 09:43:18.467";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564591";"01";"5753247";"";"";"59748";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-24";"2015-11-26";"345M12345  3T123 4T1234 (24/11/2015 - 26/11/2015)";"4";"5";"REGULAR";"f";"2015-12-19 23:37:58.649";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564592";"02";"5753247";"";"";"59748";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-12-01";"2015-12-03";"345M12345  3T123 4T1234 (01/12/2015 - 03/12/2015)";"4";"5";"REGULAR";"f";"2015-12-19 23:47:57.664";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564593";"03";"5753247";"";"";"59748";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-10-20";"2015-10-22";"345M12345  3T123 4T1234 (20/10/2015 - 22/10/2015)";"4";"5";"REGULAR";"f";"2015-12-15 22:27:17.192";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564594";"02";"5753555";"";"";"54222";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4T12 (27/07/2015 - 19/12/2015)";"20";"19";"REGULAR";"f";"2015-12-07 10:40:53.996";"f";"";"38";"CONSOLIDADA";"";"Presencial";
"57564595";"04";"5753247";"";"";"59748";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-10-27";"2015-10-29";"345M12345  3T123 4T1234 (27/10/2015 - 29/10/2015)";"4";"5";"REGULAR";"f";"2015-12-15 22:43:35.032";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564596";"05";"5753247";"";"";"59748";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-03";"2015-11-05";"345M12345  3T123 4T1234 (03/11/2015 - 05/11/2015)";"4";"5";"REGULAR";"f";"2015-12-19 23:51:29.344";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564597";"06";"5753247";"";"";"59748";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-10";"2015-11-12";"345M12345  3T123 4T1234 (10/11/2015 - 12/11/2015)";"4";"5";"REGULAR";"f";"2015-12-15 23:26:17.392";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564598";"07";"5753247";"";"";"59748";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-17";"2015-11-19";"345M12345  3T123 4T1234 (17/11/2015 - 19/11/2015)";"3";"5";"REGULAR";"f";"2015-12-15 23:46:00.221";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564599";"01";"5752295";"";"";"59749";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-17";"2015-11-19";"345M12345  3T123 4T1234 (17/11/2015 - 19/11/2015)";"4";"5";"REGULAR";"f";"2016-01-11 15:43:18.425";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564600";"02";"5752295";"";"";"59749";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-24";"2015-11-26";"345M12345  3T123 4T1234 (24/11/2015 - 26/11/2015)";"4";"5";"REGULAR";"f";"2016-01-11 15:46:44.954";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564601";"03";"5752295";"";"";"59749";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-12-01";"2015-12-03";"345M12345  3T123 4T1234 (01/12/2015 - 03/12/2015)";"4";"5";"REGULAR";"f";"2016-01-11 15:48:46.651";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564602";"04";"5752295";"";"";"59749";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-10-20";"2015-10-22";"345M12345  3T123 4T1234 (20/10/2015 - 22/10/2015)";"4";"5";"REGULAR";"f";"2016-01-11 15:51:35.401";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564603";"03";"5757714";"";"";"43035";"GRADUAÇÃO";"Campus Caicó";"Bloco D5";"2015";"2";"2015-07-27";"2015-12-19";"4N1234";"19";"45";"REGULAR";"f";"2015-12-18 12:46:51.289";"f";"";"80";"CONSOLIDADA";"";"Presencial";
"57564604";"05";"5752295";"";"";"59749";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-10-27";"2015-10-29";"345M12345  3T123 4T1234 (27/10/2015 - 29/10/2015)";"4";"5";"REGULAR";"f";"2016-01-11 15:55:16.193";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564605";"06";"5752295";"";"";"59749";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-03";"2015-11-05";"345M12345  3T123 4T1234 (03/11/2015 - 05/11/2015)";"4";"5";"REGULAR";"f";"2016-01-11 15:57:20.484";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564606";"03";"5756402";"";"";"43050";"GRADUAÇÃO";"Campus Caicó";"Bloco D5";"2015";"2";"2015-07-27";"2015-12-19";"5N1234";"17";"45";"REGULAR";"f";"2015-12-11 14:42:16.556";"f";"";"76";"CONSOLIDADA";"";"Presencial";
"57564607";"07";"5752295";"";"";"59749";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-10";"2015-11-12";"345M12345  3T123 4T1234 (10/11/2015 - 12/11/2015)";"3";"5";"REGULAR";"f";"2016-01-11 16:00:08.443";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564608";"01";"5756384";"";"";"36980";"STRICTO SENSU";"";"Setor II - G2";"2015";"2";"2015-08-03";"2015-12-19";"3T3456";"19";"30";"REGULAR";"f";"2016-03-21 17:09:32.881";"f";"";"68";"CONSOLIDADA";"";"Presencial";
"57564609";"01";"24895";"";"";"58829";"STRICTO SENSU";"";"Setor II - G2";"2015";"2";"2015-08-03";"2015-12-19";"4T3456";"7";"15";"REGULAR";"f";"2016-04-14 20:43:33.623";"f";"";"64";"CONSOLIDADA";"";"Presencial";
"57564610";"01";"23859";"";"";"58827";"STRICTO SENSU";"";"Setor II - G2";"2015";"2";"2015-08-03";"2015-12-19";"4M2345";"10";"30";"REGULAR";"f";"2016-04-10 11:51:06.025";"f";"";"80";"CONSOLIDADA";"";"Presencial";
"57564611";"01";"5756285";"";"";"59750";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-10";"2015-11-12";"345M12345  3T123 4T1234 (10/11/2015 - 12/11/2015)";"4";"5";"REGULAR";"f";"2016-01-11 15:37:57.47";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564612";"01";"18036";"";"";"54238";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"2M34";"50";"57";"REGULAR";"f";"2015-12-17 10:06:56.49";"f";"";"34";"CONSOLIDADA";"";"Presencial";
"57564612";"01";"22076";"";"";"54238";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"2M34";"50";"57";"REGULAR";"f";"2015-12-17 10:06:56.49";"f";"";"34";"CONSOLIDADA";"";"Presencial";
"57564612";"01";"19132";"";"";"54238";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"2M34";"50";"57";"REGULAR";"f";"2015-12-17 10:06:56.49";"f";"";"34";"CONSOLIDADA";"";"Presencial";
"57564612";"01";"5753588";"";"";"54238";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"2M34";"50";"57";"REGULAR";"f";"2015-12-17 10:06:56.49";"f";"";"34";"CONSOLIDADA";"";"Presencial";
"57564613";"02";"5756285";"";"";"59750";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-17";"2015-11-19";"345M12345  3T123 4T1234 (17/11/2015 - 19/11/2015)";"4";"5";"REGULAR";"f";"2016-01-11 15:39:33.273";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564614";"01";"5753588";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"10";"15";"REGULAR";"f";"2015-12-17 10:09:36.092";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564614";"01";"18036";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"10";"15";"REGULAR";"f";"2015-12-17 10:09:36.092";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564614";"01";"22076";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"10";"15";"REGULAR";"f";"2015-12-17 10:09:36.092";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564614";"01";"19132";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"10";"15";"REGULAR";"f";"2015-12-17 10:09:36.092";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564615";"03";"23128";"";"";"54222";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4T12 (27/07/2015 - 19/12/2015)";"17";"19";"REGULAR";"f";"2015-12-07 10:24:57.581";"f";"";"38";"CONSOLIDADA";"";"Presencial";
"57564616";"01";"22941";"";"";"36990";"STRICTO SENSU";"";"Setor II - G2";"2015";"2";"2015-08-03";"2015-12-19";"6M3456";"18";"30";"REGULAR";"f";"2016-09-08 18:06:05.505";"f";"";"52";"CONSOLIDADA";"";"Presencial";
"57564617";"03";"5756285";"";"";"59750";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-24";"2015-11-26";"345M12345  3T123 4T1234 (24/11/2015 - 26/11/2015)";"4";"5";"REGULAR";"f";"2016-01-11 15:40:53.556";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564618";"02";"22076";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"12";"14";"REGULAR";"f";"2015-12-17 10:11:34.835";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564618";"02";"19132";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"12";"14";"REGULAR";"f";"2015-12-17 10:11:34.835";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564618";"02";"18036";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"12";"14";"REGULAR";"f";"2015-12-17 10:11:34.835";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564618";"02";"5753588";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"12";"14";"REGULAR";"f";"2015-12-17 10:11:34.835";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564619";"04";"5756285";"";"";"59750";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-12-01";"2015-12-03";"345M12345  3T123 4T1234 (01/12/2015 - 03/12/2015)";"4";"5";"REGULAR";"f";"2016-01-11 15:42:44.328";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564620";"01";"5753555";"";"";"54223";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"2T12";"50";"57";"REGULAR";"f";"2015-12-07 13:47:56.137";"f";"";"34";"CONSOLIDADA";"";"Presencial";
"57564620";"01";"5753551";"";"";"54223";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"2T12";"50";"57";"REGULAR";"f";"2015-12-07 13:47:56.137";"f";"";"34";"CONSOLIDADA";"";"Presencial";
"57564620";"01";"23128";"";"";"54223";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"2T12";"50";"57";"REGULAR";"f";"2015-12-07 13:47:56.137";"f";"";"34";"CONSOLIDADA";"";"Presencial";
"57564621";"05";"5756285";"";"";"59750";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-10-20";"2015-10-22";"345M12345  3T123 4T1234 (20/10/2015 - 22/10/2015)";"4";"5";"REGULAR";"f";"2016-01-11 15:42:49.256";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564622";"03";"19132";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"14";"14";"REGULAR";"f";"2015-12-17 10:14:46.47";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564622";"03";"5753588";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"14";"14";"REGULAR";"f";"2015-12-17 10:14:46.47";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564622";"03";"18036";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"14";"14";"REGULAR";"f";"2015-12-17 10:14:46.47";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564622";"03";"22076";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"14";"14";"REGULAR";"f";"2015-12-17 10:14:46.47";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564623";"06";"5756285";"";"";"59750";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-10-27";"2015-10-29";"345M12345  3T123 4T1234 (27/10/2015 - 29/10/2015)";"4";"5";"REGULAR";"f";"2016-01-11 15:44:40.843";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564624";"04";"19132";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"14";"14";"REGULAR";"f";"2015-12-17 10:17:03.974";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564624";"04";"22076";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"14";"14";"REGULAR";"f";"2015-12-17 10:17:03.974";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564624";"04";"18036";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"14";"14";"REGULAR";"f";"2015-12-17 10:17:03.974";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564624";"04";"5753588";"";"";"54239";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"4M34 (27/07/2015 - 19/12/2015)";"14";"14";"REGULAR";"f";"2015-12-17 10:17:03.974";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564625";"07";"5756285";"";"";"59750";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-03";"2015-11-05";"345M12345  3T123 4T1234 (03/11/2015 - 05/11/2015)";"3";"5";"REGULAR";"f";"2016-01-11 15:44:57.347";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564626";"01";"5755865";"";"";"54232";"GRADUAÇÃO";"Campus Central";"Luiz Antônio Liga";"2015";"2";"2015-07-27";"2015-12-19";"3T2";"40";"56";"REGULAR";"f";"2015-12-17 09:26:59.996";"f";"";"20";"CONSOLIDADA";"";"Presencial";
"57564626";"01";"5754764";"";"";"54232";"GRADUAÇÃO";"Campus Central";"Luiz Antônio Liga";"2015";"2";"2015-07-27";"2015-12-19";"3T2";"40";"56";"REGULAR";"f";"2015-12-17 09:26:59.996";"f";"";"20";"CONSOLIDADA";"";"Presencial";
"57564626";"01";"5754553";"";"";"54232";"GRADUAÇÃO";"Campus Central";"Luiz Antônio Liga";"2015";"2";"2015-07-27";"2015-12-19";"3T2";"40";"56";"REGULAR";"f";"2015-12-17 09:26:59.996";"f";"";"20";"CONSOLIDADA";"";"Presencial";
"57564626";"01";"5755101";"";"";"54232";"GRADUAÇÃO";"Campus Central";"Luiz Antônio Liga";"2015";"2";"2015-07-27";"2015-12-19";"3T2";"40";"56";"REGULAR";"f";"2015-12-17 09:26:59.996";"f";"";"20";"CONSOLIDADA";"";"Presencial";
"57564626";"01";"23105";"";"";"54232";"GRADUAÇÃO";"Campus Central";"Luiz Antônio Liga";"2015";"2";"2015-07-27";"2015-12-19";"3T2";"40";"56";"REGULAR";"f";"2015-12-17 09:26:59.996";"f";"";"20";"CONSOLIDADA";"";"Presencial";
"57564627";"01";"5751929";"";"";"55232";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"3M3";"39";"56";"REGULAR";"f";"2015-12-11 14:51:09.723";"f";"";"20";"CONSOLIDADA";"";"Presencial";
"57564627";"01";"22053";"";"";"55232";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"3M3";"39";"56";"REGULAR";"f";"2015-12-11 14:51:09.723";"f";"";"20";"CONSOLIDADA";"";"Presencial";
"57564627";"01";"5752029";"";"";"55232";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"3M3";"39";"56";"REGULAR";"f";"2015-12-11 14:51:09.723";"f";"";"20";"CONSOLIDADA";"";"Presencial";
"57564627";"01";"5752647";"";"";"55232";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"3M3";"39";"56";"REGULAR";"f";"2015-12-11 14:51:09.723";"f";"";"20";"CONSOLIDADA";"";"Presencial";
"57564627";"01";"25441";"";"";"55232";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"3M3";"39";"56";"REGULAR";"f";"2015-12-11 14:51:09.723";"f";"";"20";"CONSOLIDADA";"";"Presencial";
"57564627";"01";"22757";"";"";"55232";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"3M3";"39";"56";"REGULAR";"f";"2015-12-11 14:51:09.723";"f";"";"20";"CONSOLIDADA";"";"Presencial";
"57564627";"01";"23832";"";"";"55232";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"3M3";"39";"56";"REGULAR";"f";"2015-12-11 14:51:09.723";"f";"";"20";"CONSOLIDADA";"";"Presencial";
"57564628";"01";"5757439";"";"";"59751";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-03";"2015-11-05";"345M12345  3T123 4T1234 (03/11/2015 - 05/11/2015)";"4";"5";"REGULAR";"f";"2016-01-11 16:04:29.413";"f";"";"22";"CONSOLIDADA";"";"Presencial";
"57564629";"01";"5755865";"";"";"54233";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"2";"2015-07-27";"2015-12-19";"3T34 (27/07/2015 - 19/12/2015)";"8";"11";"REGULAR";"f";"2015-12-16 11:28:46.286";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57564630";"02";"5757439";"";"";"59751";"GRADUAÇÃO";"Campus Santa Cruz";"Externo";"2015";"2";"2015-11-10";"2015-11-12";"345M12345  3T123 4T1234 (10/11/2015 - 12/11/2015)";"4";"5";"REGULAR";"f";"2016-01-11 16:05:47.705";"f";"";"22";"CONSOLIDADA";"";"Presencial";
